customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1378,0,0,1,0,49,1,2,1,2,0,0,0,2,2,0,1,3,100.85,4087,0
6394,1,0,1,0,61,1,2,0,2,0,2,2,0,2,2,0,1,75.35,3996,0
101,1,0,1,1,47,1,2,1,0,2,0,0,2,0,0,0,2,87.2,3434,0
259,1,0,0,0,20,1,0,0,2,0,2,0,0,2,0,0,1,64.4,726,0
1146,1,0,1,1,34,1,0,1,0,0,0,0,2,0,0,0,2,78.3,2218,1
890,0,0,1,1,70,1,2,2,1,1,1,1,1,1,2,0,0,24.7,1179,0
3145,1,0,0,1,54,1,0,1,2,2,0,2,2,2,1,1,2,105.85,4801,0
1054,1,1,1,0,61,1,2,1,0,2,2,2,2,0,1,1,3,98.3,4956,0
4116,1,0,0,0,3,1,2,1,0,0,0,0,0,0,0,1,2,76.95,1917,1
1909,1,0,0,0,13,1,0,2,1,1,1,1,1,1,1,0,3,19.45,2347,0
3942,0,1,0,0,16,1,2,1,0,0,0,0,2,2,0,1,2,96.15,951,1
203,0,0,1,1,3,1,0,0,0,2,0,0,2,0,0,1,1,58.7,1170,0
1435,1,0,0,0,25,1,0,2,1,1,1,1,1,1,0,1,3,20.15,4469,0
56,1,0,0,0,30,1,2,0,2,0,0,0,0,2,0,1,3,64.5,1463,0
455,0,0,1,0,21,0,1,0,2,0,0,0,0,0,0,0,2,28.5,5080,0
3935,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.3,3815,1
1512,0,0,0,0,15,1,0,2,1,1,1,1,1,1,0,0,0,19.4,2493,1
4606,1,1,1,0,23,1,0,1,0,0,0,0,2,2,0,1,2,90.45,1744,0
6609,0,0,1,1,45,1,2,1,2,2,0,0,2,2,0,1,2,105.15,4000,0
3962,0,0,1,1,24,1,2,1,0,2,2,0,0,0,1,0,0,83.15,1666,0
5194,0,0,0,0,11,1,2,1,0,0,0,2,2,0,0,0,2,90.15,6505,1
1953,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,45.05,3810,1
4799,0,0,1,0,56,1,2,1,0,0,2,2,2,2,2,0,0,103.2,4743,0
5371,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,2,75.8,5776,1
5396,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,19.45,1482,0
1361,0,0,0,0,7,1,0,1,0,0,0,0,0,2,0,1,2,79.3,4381,1
6488,0,1,1,0,55,1,0,1,0,0,2,2,2,0,2,0,1,88.8,4059,0
2829,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,1,2,30.9,4840,1
1514,0,0,1,1,72,1,2,0,2,0,2,2,2,2,2,1,1,85.9,4992,0
494,0,1,0,0,45,0,1,0,0,0,0,0,0,2,1,0,2,34.2,1050,0
3919,0,0,0,0,47,1,0,2,1,1,1,1,1,1,2,0,3,20.15,88,0
2926,0,1,0,0,46,1,0,1,0,2,0,0,2,2,1,0,1,95.25,3761,1
7029,1,0,0,0,2,1,0,0,0,2,0,0,0,0,0,1,3,50.3,6370,0
3319,0,0,1,0,2,1,0,1,2,0,0,2,0,0,0,1,2,80.15,1542,0
4692,0,0,1,0,12,1,0,0,0,2,0,0,0,0,0,1,2,51.25,4994,0
4829,0,1,1,0,68,1,2,1,0,2,0,0,0,2,0,1,0,89.6,4999,1
4420,1,0,1,1,69,1,0,1,0,0,0,2,2,2,2,1,1,95.2,5299,0
681,1,1,0,1,56,1,0,1,2,0,0,0,2,2,1,0,1,94.8,4402,0
862,0,1,0,0,4,1,2,1,2,0,0,0,0,0,0,1,2,80.25,2634,0
1786,1,0,1,0,64,1,2,0,0,2,2,2,2,0,2,1,0,76.1,4068,0
1657,1,0,1,0,59,1,2,1,2,2,2,0,2,2,1,1,2,110.15,5183,1
5996,1,0,1,1,62,1,2,1,2,2,2,2,2,2,2,0,0,115.55,5603,0
6198,1,0,1,1,63,1,2,2,1,1,1,1,1,1,2,0,1,24.65,1026,0
3200,0,0,0,0,53,0,1,0,2,2,2,2,2,0,1,1,2,53.6,2485,0
864,1,0,1,1,5,1,0,2,1,1,1,1,1,1,0,0,3,19.45,6239,0
6806,1,1,1,0,49,1,2,1,2,2,2,0,0,0,0,1,2,88.2,3554,0
5101,0,0,1,1,62,1,2,1,2,0,0,0,2,2,2,1,0,101.15,5284,0
3587,0,0,1,0,55,1,0,0,2,2,0,2,0,0,2,0,3,56.8,2706,0
4970,0,1,1,0,71,1,0,1,2,2,2,2,2,0,2,1,2,99.4,5607,0
3383,0,0,1,1,72,1,0,2,1,1,1,1,1,1,2,1,1,20.1,590,0
3313,1,0,1,1,36,0,1,0,2,0,2,2,2,2,1,0,1,60.7,1867,0
2405,1,0,1,0,25,1,0,2,1,1,1,1,1,1,1,1,0,20.95,4193,0
1644,0,1,1,0,72,1,2,1,2,2,2,2,2,2,2,1,0,114.85,6144,0
6701,0,0,0,0,36,1,0,2,1,1,1,1,1,1,1,1,0,19.25,5371,0
4432,1,0,0,0,1,1,0,0,0,0,0,0,2,2,0,1,3,62.8,5041,0
3057,0,0,1,0,72,1,2,1,2,0,2,0,2,2,2,1,2,105.5,5794,0
6138,1,0,1,1,59,1,0,2,1,1,1,1,1,1,2,0,3,19.85,348,0
6439,1,1,1,0,7,1,0,1,0,0,0,0,2,2,0,1,2,89.5,5352,1
6335,0,0,0,0,1,1,0,0,0,0,2,2,2,2,1,0,1,74.1,5713,0
6212,0,0,1,1,30,1,2,1,0,2,2,2,2,2,0,1,2,107.5,2821,0
1790,1,0,0,0,64,1,0,2,1,1,1,1,1,1,2,0,3,19.55,439,0
7014,1,0,0,0,63,1,2,0,2,2,2,2,0,0,1,0,0,68.8,3503,0
2170,1,1,1,0,72,1,2,0,2,2,2,0,2,2,2,0,1,84.45,4839,0
5658,1,0,1,0,8,1,0,1,2,0,0,0,0,0,0,0,2,75.0,5108,1
5940,0,0,0,0,62,1,2,0,0,2,2,2,2,2,2,0,0,84.5,4348,0
2102,1,0,1,1,67,1,2,1,0,2,2,2,2,2,2,1,0,111.2,5786,0
3538,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,2,44.75,2351,1
4422,0,0,1,1,70,1,2,0,2,0,0,2,2,2,2,1,0,80.6,4536,0
4776,0,1,0,0,20,1,0,1,0,0,0,0,2,0,0,0,0,80.7,1076,0
4386,0,0,0,0,5,1,2,1,0,0,0,0,0,0,0,0,2,75.6,3438,0
4238,0,0,1,1,24,0,1,0,2,2,2,0,2,2,1,0,2,57.6,661,0
3177,0,0,1,0,11,1,0,0,0,0,0,0,0,0,0,1,2,44.05,4079,1
885,1,0,1,0,72,1,2,1,0,2,2,2,2,2,2,1,1,110.6,5996,0
6885,0,0,1,1,66,1,0,0,2,2,0,2,0,0,2,1,1,58.2,3268,0
2254,0,0,1,1,45,1,0,0,2,0,2,2,2,2,2,1,3,81.0,3062,0
29,0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,0,19.7,722,0
6014,1,1,1,0,15,1,2,1,0,0,0,0,0,2,0,1,0,85.6,626,1
3481,0,0,0,0,28,1,0,0,0,0,2,0,2,0,0,1,0,59.55,1121,0
115,0,0,0,0,70,1,2,1,2,2,2,2,2,2,1,0,1,115.55,6074,1
1260,0,0,0,0,36,1,0,0,2,2,2,2,0,2,1,1,3,75.55,2331,0
2347,1,1,0,0,16,1,2,1,0,0,0,0,2,0,0,1,2,86.6,513,1
5550,0,0,0,0,18,1,2,1,0,0,0,0,2,0,0,1,2,85.2,991,1
4526,0,0,1,0,34,1,2,1,0,0,0,0,2,2,0,1,2,97.65,2786,1
2762,1,0,1,1,42,0,1,0,0,2,2,0,0,2,1,1,1,45.1,1679,0
1132,1,0,0,0,48,1,2,0,2,0,0,2,0,2,1,1,0,70.95,3136,0
4669,1,0,1,0,47,1,2,1,0,2,2,2,2,2,0,1,2,109.55,4312,1
6919,0,0,1,1,39,1,2,1,0,2,2,2,0,0,1,1,2,89.55,3009,1
3640,0,0,1,1,11,1,0,2,1,1,1,1,1,1,2,0,1,20.9,1651,0
6882,1,0,0,0,7,1,0,2,1,1,1,1,1,1,0,1,3,19.95,864,0
6522,0,0,0,0,3,1,2,2,1,1,1,1,1,1,0,0,3,24.6,6240,0
1283,1,0,0,0,8,1,0,0,2,0,2,0,0,2,0,1,2,66.7,4772,0
1171,1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,1,3,19.45,1482,1
6310,1,0,1,1,32,1,0,1,2,2,2,0,0,2,1,0,3,94.8,2722,0
2201,1,0,1,1,60,1,0,0,2,2,2,2,0,0,1,1,0,65.85,3359,0
70,0,0,1,0,10,1,0,2,1,1,1,1,1,1,0,1,0,19.95,1442,0
3174,0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,1,0,24.65,1209,0
24,0,0,1,1,4,1,0,2,1,1,1,1,1,1,0,0,3,20.35,5821,1
5111,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.25,5442,1
4732,0,0,1,1,43,0,1,0,2,2,0,2,2,0,1,1,0,51.25,1768,0
3350,1,0,1,0,59,1,2,1,0,0,2,0,2,2,1,1,0,99.5,4884,1
4579,0,0,1,0,23,1,0,0,0,0,2,2,0,0,0,0,2,54.25,406,0
2742,0,0,1,0,72,1,0,2,1,1,1,1,1,1,2,0,0,19.4,892,0
450,1,0,1,0,22,1,0,0,2,0,0,2,0,0,1,1,1,56.25,532,0
5326,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,25.15,2149,0
3247,1,0,0,0,69,1,2,2,1,1,1,1,1,1,2,0,0,23.95,1214,0
74,1,0,0,0,50,0,1,0,2,0,0,2,0,0,1,1,3,35.4,1269,0
1202,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,25.2,2150,1
3258,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,3,45.0,6466,1
2617,0,0,1,0,15,1,0,1,0,2,0,0,0,0,0,0,0,75.35,219,0
4436,1,0,0,0,31,1,0,2,1,1,1,1,1,1,2,0,0,20.4,4973,0
1302,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.15,1608,1
2692,1,0,1,0,66,1,2,1,0,2,2,0,2,2,0,1,1,105.0,5595,1
6518,1,0,0,1,3,1,0,0,0,0,0,0,2,0,0,1,1,54.7,1186,1
1354,0,0,0,0,8,1,0,2,1,1,1,1,1,1,2,0,3,20.0,747,0
5452,1,0,1,1,64,1,0,0,2,0,2,0,2,2,1,1,1,73.05,3965,0
366,0,0,1,0,28,1,0,2,1,1,1,1,1,1,0,0,3,20.5,4661,0
1573,0,0,1,0,57,1,2,1,0,0,2,0,2,2,1,1,1,100.75,4900,0
1963,0,0,1,1,14,1,2,1,0,0,2,0,0,2,0,1,2,87.25,470,1
3880,1,0,0,0,19,1,0,2,1,1,1,1,1,1,2,1,3,19.95,3212,0
812,1,0,1,0,10,1,0,1,0,0,0,0,2,0,0,1,2,79.95,6232,1
1795,0,0,1,0,51,0,1,0,0,2,0,0,2,2,0,1,2,49.65,2209,0
2870,0,0,1,0,67,1,2,0,2,2,2,0,0,0,2,0,3,65.65,3676,0
5153,1,0,1,1,11,1,0,2,1,1,1,1,1,1,0,1,2,20.45,2161,0
5477,1,0,1,1,72,0,1,0,2,0,2,2,2,2,2,0,0,60.95,3876,0
5020,1,0,1,1,66,1,0,2,1,1,1,1,1,1,1,1,2,20.35,651,0
6614,0,0,0,0,18,1,2,1,0,0,0,2,2,0,0,1,2,88.35,1110,1
3980,0,0,0,0,9,1,0,2,1,1,1,1,1,1,0,1,2,19.5,1310,0
111,0,0,0,0,9,1,2,1,0,0,0,0,0,0,0,1,1,75.2,5115,0
5063,1,0,1,0,48,1,2,1,2,2,2,0,2,2,0,1,0,111.45,4444,0
6519,1,0,0,0,10,1,0,1,0,0,0,0,0,0,0,0,3,70.15,5694,0
5624,0,0,0,0,9,1,2,1,0,0,0,0,2,2,0,1,2,94.75,6293,1
2662,0,1,0,0,13,1,2,1,0,0,0,0,2,2,0,1,2,95.05,529,1
2267,1,0,0,0,4,1,2,1,0,2,0,0,0,0,0,0,2,78.45,2863,1
1754,1,0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,2,70.2,2011,1
2146,0,0,1,0,72,1,2,0,2,2,2,2,2,2,2,0,0,92.0,5197,0
733,0,0,1,1,51,1,0,0,2,2,2,2,2,2,2,0,1,85.5,3759,0
5475,1,0,1,0,59,0,1,0,0,2,0,0,0,2,0,1,0,41.05,2102,1
5145,1,0,1,0,10,1,2,1,0,0,0,0,2,0,0,1,2,85.6,6078,1
2962,1,1,1,0,61,1,2,1,0,2,0,0,0,0,0,1,2,82.15,4156,0
4423,1,0,0,0,54,1,0,1,2,0,2,2,0,0,1,0,2,84.4,3802,0
3884,0,0,0,0,33,1,2,0,2,2,0,0,0,0,0,1,3,60.9,1667,0
5372,0,0,0,0,27,1,0,2,1,1,1,1,1,1,2,1,0,20.25,4478,0
4643,0,1,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.2,5963,1
6883,1,0,0,0,23,1,0,1,0,2,0,0,2,2,0,0,3,95.3,1811,0
2988,1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,19.85,1490,0
6349,1,0,1,1,45,1,0,0,2,2,2,2,2,2,2,1,3,84.35,3300,0
1239,0,0,1,1,39,1,0,2,1,1,1,1,1,1,2,1,0,19.85,6222,0
2204,1,0,0,0,5,1,0,0,0,0,2,0,2,2,1,1,3,70.0,3001,1
2137,1,0,1,1,72,1,2,0,2,2,2,2,2,0,2,0,0,82.3,4793,0
1150,0,0,1,1,58,1,2,0,0,2,0,0,2,0,0,1,0,66.8,3393,0
378,0,0,0,0,70,0,1,0,2,2,2,2,0,0,2,1,0,44.6,2655,0
776,1,0,1,1,61,1,0,1,0,2,0,2,2,2,1,1,0,98.45,5014,0
2600,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,3,70.7,526,0
3156,0,0,1,1,46,1,2,2,1,1,1,1,1,1,1,0,3,24.95,309,0
2324,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,49.95,4147,1
3289,0,0,1,0,22,1,0,1,0,0,0,0,0,0,0,1,2,69.25,993,1
6624,0,0,0,0,48,1,0,1,2,0,2,2,2,2,2,1,1,102.5,4155,0
5713,1,0,0,0,64,1,2,0,0,2,2,2,2,2,2,0,1,86.55,4664,0
5450,1,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,0,24.3,1119,0
6406,0,0,1,1,12,1,0,0,0,0,2,0,2,0,0,1,1,58.35,5727,0
6070,0,1,1,0,34,1,2,1,0,2,2,0,0,2,0,1,2,94.25,2798,1
5693,0,0,1,1,72,1,0,0,2,2,2,0,0,2,2,0,1,68.75,4126,0
6954,1,0,1,0,29,1,2,1,0,2,2,0,0,0,0,1,2,85.8,2092,0
1301,1,0,1,1,33,1,0,2,1,1,1,1,1,1,1,0,1,20.1,5044,0
1773,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.35,1612,0
1557,0,0,1,1,62,1,2,1,0,2,2,2,2,2,1,1,2,110.8,5400,0
318,1,0,1,0,41,1,2,0,0,0,2,0,2,2,1,1,2,73.0,2598,1
6691,0,0,0,0,64,1,2,1,0,0,2,0,2,2,1,1,1,100.05,5069,1
6140,0,0,0,0,4,1,0,1,0,0,2,0,0,2,0,1,1,82.85,2772,0
2487,0,0,0,0,24,1,2,1,2,0,0,2,0,0,0,1,2,84.35,1538,0
2180,0,0,1,1,14,1,0,2,1,1,1,1,1,1,1,0,3,19.55,2542,0
5316,1,0,0,1,3,1,0,2,1,1,1,1,1,1,0,0,3,19.95,4781,0
3843,0,1,0,0,4,1,0,1,0,2,2,0,2,2,0,1,1,99.8,3758,1
4415,0,0,0,1,18,0,1,0,0,0,0,0,0,2,0,1,2,35.0,4590,1
1632,1,0,0,0,8,1,0,0,0,0,0,0,2,2,0,1,2,66.25,4533,0
1323,0,0,0,0,35,1,2,2,1,1,1,1,1,1,2,0,0,23.3,6000,0
4931,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,2,76.0,5819,1
6557,1,0,0,1,66,1,2,2,1,1,1,1,1,1,2,1,1,25.3,1160,0
611,1,0,0,1,8,0,1,0,2,0,0,2,0,2,2,1,3,44.55,2968,0
4018,0,0,1,0,71,1,2,1,2,0,2,0,2,2,1,1,1,104.1,5734,0
4226,0,0,1,1,43,1,2,1,0,0,2,0,0,2,0,1,0,92.55,3450,0
4987,0,1,0,0,2,1,2,1,0,0,0,0,2,2,0,1,2,93.85,1197,1
1854,1,1,0,0,29,1,0,1,0,2,2,0,2,2,0,1,0,101.45,2545,0
5574,0,0,1,0,15,1,0,1,0,0,2,0,2,0,0,1,2,84.3,564,1
1231,1,0,1,1,65,1,2,1,2,2,2,2,0,0,2,0,1,94.55,4964,0
3757,1,0,0,0,35,1,2,1,0,0,2,2,2,0,0,0,2,95.5,2960,0
3704,1,0,0,0,64,1,0,1,2,2,0,0,2,2,1,1,1,100.3,5270,0
3420,0,0,1,1,58,0,1,0,0,0,2,2,2,2,2,1,1,55.5,2748,0
4002,0,1,0,0,18,1,0,0,0,2,0,0,0,0,0,1,1,49.85,6253,0
6563,1,0,1,1,67,1,2,1,0,2,0,0,0,2,0,1,0,89.55,5137,0
2435,1,0,1,1,63,1,0,2,1,1,1,1,1,1,2,1,3,19.15,328,0
6205,0,0,1,0,60,1,2,1,0,2,0,0,2,2,0,1,2,99.8,4901,0
3801,1,1,0,0,9,1,2,1,0,0,0,0,0,2,0,1,1,84.4,5676,1
2714,0,0,1,1,70,1,2,1,2,2,2,2,2,2,2,1,1,113.05,5943,0
466,1,0,1,0,15,1,2,1,0,0,2,0,2,2,0,1,2,101.1,912,1
5342,0,0,0,1,48,1,0,2,1,1,1,1,1,1,1,0,3,19.95,6408,0
5024,1,0,1,0,12,1,0,0,0,0,2,2,2,2,0,1,2,74.15,5731,0
6176,1,1,1,0,71,1,2,1,2,2,2,2,0,0,1,1,2,92.0,5252,0
4884,1,1,0,0,44,1,0,1,0,0,2,0,0,0,0,0,2,73.85,2713,0
5505,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,2,50.45,4227,1
3243,1,0,1,1,45,1,2,2,1,1,1,1,1,1,2,0,3,24.45,171,0
4609,0,0,0,0,23,1,2,2,1,1,1,1,1,1,1,0,1,24.8,5017,0
4762,0,0,1,0,43,1,2,0,0,0,0,2,2,0,1,1,0,64.85,2511,0
6370,1,0,0,0,35,1,0,2,1,1,1,1,1,1,0,0,0,20.75,5709,0
4559,1,0,1,0,9,1,0,0,2,2,0,2,2,0,0,1,3,68.95,4865,0
1078,1,0,0,0,12,1,2,1,0,0,0,2,2,2,0,1,3,99.95,259,1
6376,0,1,1,0,65,1,2,1,2,2,2,0,2,2,0,1,1,109.4,5631,0
6709,0,0,0,0,2,1,2,1,0,0,2,0,2,0,0,1,2,91.4,1529,1
1135,1,0,0,0,27,1,2,0,0,0,0,0,0,0,0,0,3,49.0,531,0
4077,0,0,0,0,40,1,0,0,0,0,2,0,0,0,1,1,3,50.25,1656,0
340,0,1,0,0,5,1,0,1,0,0,2,0,0,0,0,1,1,75.55,3023,1
5447,1,0,1,1,8,1,0,2,1,1,1,1,1,1,1,0,1,19.9,957,0
1701,0,1,1,0,58,1,2,1,0,2,0,0,2,2,1,1,0,97.8,4531,0
2269,0,0,1,1,52,1,0,1,2,0,2,0,2,2,1,0,2,100.3,4394,0
5010,1,0,1,0,3,1,0,0,0,0,2,2,0,0,0,1,3,55.8,972,0
3907,1,0,0,1,41,1,0,1,2,2,2,2,2,2,2,1,2,111.15,3832,0
2242,1,0,0,0,20,1,2,1,0,0,0,2,2,2,0,1,3,98.55,1664,0
5978,1,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,2,50.05,4223,0
2041,1,0,0,1,4,1,2,1,0,0,0,2,0,0,0,0,1,80.8,2880,1
2049,1,0,0,0,23,1,0,2,1,1,1,1,1,1,0,0,2,20.85,3998,0
4821,0,1,0,0,6,1,0,2,1,1,1,1,1,1,0,0,0,19.5,116,0
1181,1,0,1,1,8,1,0,2,1,1,1,1,1,1,0,1,3,19.35,938,0
4877,1,0,0,0,18,1,2,0,2,0,2,0,2,0,0,0,3,69.5,367,0
130,1,1,0,0,52,0,1,0,2,0,0,0,2,2,0,1,1,48.8,2212,0
4164,1,0,0,0,31,1,0,1,0,2,0,0,2,2,0,1,2,94.5,2572,0
6120,1,0,1,1,29,1,0,2,1,1,1,1,1,1,0,1,3,20.65,5230,0
1107,0,0,1,0,36,1,2,1,2,2,2,2,0,2,2,1,1,106.05,3280,0
2422,0,0,1,0,16,1,2,1,0,2,0,0,2,2,0,1,2,100.0,963,1
4503,1,0,1,0,42,1,2,1,0,0,2,2,2,2,1,1,2,108.3,3895,0
5595,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,20.55,1616,1
2134,0,0,0,0,60,1,0,1,0,2,2,0,2,2,2,1,2,99.65,4872,0
2042,1,0,0,0,5,1,2,1,0,2,2,0,0,0,0,1,2,85.3,3615,1
4412,1,0,1,0,22,1,2,1,2,0,0,2,2,0,0,0,1,95.9,1868,0
6914,1,0,1,0,36,1,0,2,1,1,1,1,1,1,1,0,3,20.0,5292,0
3334,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,2,70.4,2436,1
2984,1,0,0,0,9,1,0,0,2,0,0,2,0,2,0,0,3,64.95,4542,0
1261,1,0,1,1,1,1,0,1,0,2,0,0,0,0,0,0,1,74.6,5721,0
5820,1,0,1,1,12,1,0,0,2,0,0,0,0,0,0,1,2,49.2,4711,0
6324,0,0,0,0,23,1,2,0,0,0,0,2,2,2,1,1,3,73.75,1278,0
6652,1,0,0,0,62,1,2,1,2,2,0,0,0,2,1,1,0,92.3,4734,0
3833,1,0,0,0,37,1,2,1,0,0,0,2,2,2,0,0,0,98.8,3010,1
4945,0,0,0,0,8,1,0,2,1,1,1,1,1,1,0,0,3,19.2,1007,0
6873,1,0,1,0,31,1,2,1,0,0,2,0,2,0,0,0,1,88.65,2333,0
6529,1,0,1,1,13,1,2,1,0,0,0,0,0,0,0,1,1,74.4,6314,1
5026,0,0,0,0,24,1,2,1,0,0,2,0,2,2,0,1,2,98.75,2052,1
6668,1,0,1,1,45,1,2,1,0,2,2,0,0,2,0,1,0,95.95,3782,0
4285,0,1,1,0,69,1,2,1,0,2,0,2,2,2,2,0,1,105.4,5499,0
3567,1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.25,3114,0
3879,1,0,1,1,61,1,2,1,2,2,0,0,2,2,1,1,2,106.0,5231,1
6937,1,0,0,0,41,1,2,1,0,2,2,0,2,2,0,1,2,104.7,3692,1
4443,0,0,0,0,44,0,1,0,0,0,2,0,2,2,1,1,2,49.05,1902,0
6277,1,0,0,0,39,0,1,0,0,0,2,2,0,0,1,0,3,35.55,566,0
6503,1,0,1,1,72,0,1,0,2,2,2,2,2,2,2,1,1,65.1,4026,0
6533,0,1,0,0,13,1,0,1,0,0,2,0,2,2,0,1,2,96.85,430,0
509,0,0,1,1,51,1,0,0,2,2,0,2,0,2,1,1,1,69.75,3084,0
1566,0,1,1,0,71,1,0,1,0,2,2,0,2,2,2,1,2,99.2,5628,0
6900,1,1,0,0,22,1,2,1,0,0,0,0,2,2,0,1,2,96.7,1710,1
3694,0,0,0,0,2,1,0,0,0,2,0,2,0,0,0,1,1,55.05,37,1
3545,0,0,0,0,56,1,2,1,0,2,2,0,2,2,1,1,2,106.8,4849,0
6126,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,3,51.25,4301,0
4627,0,0,1,1,23,1,0,0,2,2,0,2,0,0,1,1,3,57.75,515,0
5678,0,1,1,0,66,1,2,0,0,2,2,0,2,0,1,1,0,70.85,4006,0
6059,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.55,1484,0
2270,1,1,0,0,19,1,2,1,0,2,0,0,2,0,0,1,2,88.2,1296,1
4542,1,0,0,0,11,1,0,1,2,0,2,0,0,0,0,1,0,79.5,5994,0
1826,0,0,1,1,8,1,0,2,1,1,1,1,1,1,1,1,3,19.75,832,1
3110,0,0,1,1,52,1,2,1,2,2,2,0,0,2,0,0,0,98.15,4220,0
2230,1,0,0,0,3,1,0,2,1,1,1,1,1,1,0,1,2,20.25,4983,0
2177,0,0,1,1,51,1,0,1,2,2,0,0,0,0,0,1,0,79.15,3437,0
359,1,1,0,0,15,1,2,1,0,0,0,0,0,0,0,0,2,75.65,278,1
1173,1,1,1,0,64,1,2,1,0,2,2,0,0,2,0,1,2,94.25,4970,0
5001,0,0,0,0,37,0,1,0,0,0,2,0,0,2,0,1,1,40.2,876,0
3524,1,0,0,0,13,1,0,2,1,1,1,1,1,1,2,0,3,19.95,2077,0
4050,1,0,1,0,49,1,2,0,2,0,0,0,0,0,1,1,2,55.35,2281,0
323,0,1,0,0,45,1,2,1,0,0,2,0,2,2,1,1,0,102.15,4004,0
1203,0,0,0,0,18,1,0,1,0,0,0,0,0,0,0,1,2,71.1,450,0
3717,1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.7,5722,1
6227,1,0,1,0,68,0,1,0,2,0,2,0,2,2,2,1,0,54.1,3251,0
5260,1,0,0,0,54,1,0,2,1,1,1,1,1,1,2,0,1,19.65,17,0
1933,0,1,1,1,23,1,0,1,0,2,2,0,0,2,0,1,0,88.45,1752,0
746,1,0,0,0,17,1,0,1,0,0,2,0,0,0,0,1,2,76.65,575,1
5597,1,0,1,0,71,1,2,0,2,2,2,2,0,2,2,0,1,80.4,4724,0
7017,0,0,1,1,67,1,0,2,1,1,1,1,1,1,2,1,0,19.25,670,0
6546,0,0,1,1,14,1,2,1,0,0,0,0,2,0,0,1,2,84.8,372,0
451,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,25.8,2157,1
4092,0,0,0,1,63,1,0,2,1,1,1,1,1,1,2,0,1,19.5,390,0
1289,0,0,0,0,41,1,2,0,0,0,2,2,0,2,1,1,2,68.6,2481,0
4385,0,0,1,0,17,1,2,1,0,0,0,0,2,2,0,0,2,92.6,1027,0
2022,1,0,1,0,56,1,2,1,2,0,0,0,2,2,1,1,2,100.55,4579,0
1290,0,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,1,20.55,6465,0
5589,0,0,0,0,2,0,1,0,2,2,0,0,0,2,0,1,2,42.6,5622,1
4378,0,0,1,0,3,1,0,2,1,1,1,1,1,1,0,1,3,19.6,4560,0
6482,1,0,0,0,37,1,2,0,2,2,2,2,0,0,1,0,2,67.45,2094,0
4073,0,0,0,0,29,1,0,0,2,2,2,0,0,2,0,1,0,68.85,1573,1
6551,1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,3,43.55,2905,0
1126,0,0,0,0,63,1,2,1,0,2,2,2,2,2,0,1,1,109.85,5521,0
2097,0,0,1,1,7,1,0,2,1,1,1,1,1,1,0,0,3,20.65,1030,0
2070,0,0,0,0,3,1,0,1,0,2,0,0,2,2,0,0,2,95.4,2529,0
438,1,0,1,1,72,1,0,2,1,1,1,1,1,1,2,0,0,21.0,889,0
5743,0,0,0,0,19,1,0,0,0,0,0,0,0,2,0,1,2,56.2,185,0
6862,0,0,1,0,59,1,0,2,1,1,1,1,1,1,2,0,0,18.4,109,0
2584,1,0,1,1,2,1,0,1,0,0,2,2,0,2,0,0,1,90.0,1493,1
5044,0,0,1,1,35,1,2,2,1,1,1,1,1,1,0,1,2,25.75,6285,0
